STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/14,10.29,,0.13,0,0,,38,33,,280,270,21.9,33.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/15,12.97,,0,0,0,,45,34,,300,300,23.9,40.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/16,6.26,,0,0,0,,59,34,,240,230,13,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/17,3.36,,0,0,0,,60,47,,240,230,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/18,6.93,,0.02,0,0,,56,40,,270,290,15,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/19,8.72,,0,0,0,,40,29,,270,300,18.1,33.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/20,4.92,,0,0,0,,51,31,,240,90,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/21,5.82,,0,0,0,,63,40,,230,200,15,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/22,3.58,,0,0,0,,62,48,,230,360,12.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/23,4.7,,0.09,0,0,,60,48,,300,270,13,21.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/24,5.14,,0,0,0,,55,44,,80,280,14.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/25,8.05,,0.15,0,0,,47,42,,90,110,18.1,29.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/26,6.04,,0,0,0,,63,44,,270,270,16.1,25.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/27,5.82,,0.29,0,0,,62,43,,70,60,15,19.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/28,4.03,,0,0,0,,52,42,,310,10,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/29,5.82,,0,0,0,,55,39,,230,99,10.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/30,7.38,,0.01,0,0,,46,31,,300,310,17,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/3/31,2.46,,0,0,0,,57,38,,180,180,13,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/1,4.92,,0.38,0,0,,72,51,,280,310,17,31.1,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/2,9.17,,0,0,0,,51,40,,300,290,23,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/3,4.47,,0,0,0,,59,39,,180,130,13,29.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/4,1.79,,0,0,0,,73,48,,240,240,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/5,8.5,,0,0,0,,57,46,,60,60,23,31.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/6,3.13,,0,0,0,,80,47,,360,350,12.1,21.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/7,8.05,,0,0,0,,60,42,,310,290,16.1,27.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/8,3.36,,0,0,0,,54,37,,50,10,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/9,4.25,,0,0,0,,57,40,,40,30,15,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/10,5.14,,0,0,0,,68,42,,230,240,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/11,5.82,,0,0,0,,75,51,,250,230,17,29.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/12,5.59,,0,0,0,,84,64,,300,310,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/13,5.59,,0,0,0,,90,67,,230,240,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/14,3.36,,0,0,0,,91,70,,220,230,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/15,3.58,,0.02,0,0,,75,59,,110,120,10.1,17,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/16,2.91,,0,0,0,,71,57,,100,90,10.1,14.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/17,5.82,,0,0,0,,68,53,,240,230,16.1,27.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/18,7.16,,0,0,0,,57,45,,280,280,21.9,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/19,5.82,,0,0,0,,64,45,,300,320,14.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/20,2.68,,0,0,0,,66,45,,70,190,10.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/21,5.14,,0,0,0,,71,51,,90,130,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/22,7.16,,0.68,0,0,,67,51,,90,50,14.1,19,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/23,5.59,,1.51,0,0,,69,50,,290,280,13,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/24,4.03,,0,0,0,,62,44,,290,290,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/25,2.46,,0,0,0,,60,46,,280,280,8.9,12.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/26,2.46,,0,0,0,,60,46,,190,120,8.9,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/27,3.13,,0,0,0,,57,49,,120,30,8.9,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/28,6.71,,0.33,0,0,,56,47,,110,110,13,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/29,8.5,,2.46,0,0,,53,47,,60,100,15,42.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/4/30,6.93,,2.32,0,0,,60,50,,60,80,18.1,25.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/1,6.93,,0.09,0,0,,61,49,,280,270,18.1,29.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/2,4.47,,0.25,0,0,,56,44,,230,210,16.1,28,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/3,3.13,,0,0,0,,57,47,,280,260,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/4,3.8,,0.05,0,0,,55,48,,60,90,10.1,17,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/5,2.01,,0,0,0,,66,48,,60,30,12.1,17,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/6,2.91,,0,0,0,,73,48,,10,350,8.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/7,2.91,,0.02,0,0,,78,54,,230,30,8.9,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/8,4.7,,0,0,0,,77,58,,310,300,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/9,2.91,,0,0,0,,71,54,,60,180,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/10,2.01,,0,0,0,,73,50,,230,220,12.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/11,3.8,,0,0,0,,80,57,,230,230,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/12,2.91,,0,0,0,,87,65,,270,240,10.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/13,2.91,,0,0,0,,82,66,,290,10,12.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/14,6.26,,0,0,0,,74,59,,30,350,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/15,3.8,,0,0,0,,74,52,,240,240,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/16,5.14,,0,0,0,,79,58,,240,240,17,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/17,5.82,,0,0,0,,69,50,,300,300,16.1,27.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/18,4.25,,0,0,0,,61,43,,50,40,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/19,2.24,,0,0,0,,70,52,,120,220,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/20,2.91,,0.77,0,0,,65,57,,60,50,10.1,14.1,1,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/21,4.7,,0.02,0,0,,70,55,,310,310,14.1,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/22,,,0,0,0,,75,57,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/23,2.91,,0,0,0,,70,54,,190,160,8.9,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/24,2.68,,0.08,0,0,,77,53,,40,20,14.1,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/25,7.38,,0,0,0,,68,50,,60,360,17,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/26,3.36,,0,0,0,,72,53,,60,50,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/27,3.36,,0,0,0,,78,56,,70,260,10.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/28,2.24,,0,0,0,,79,59,,140,190,6.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/29,5.37,,0,0,0,,79,59,,60,60,21.9,30,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/30,4.92,,0,0,0,,72,55,,60,70,14.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/5/31,2.24,,0,0,0,,77,51,,50,120,8.1,12.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/1,1.79,,0,0,0,,87,59,,60,50,8.9,13,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/2,2.01,,0.24,0,0,,91,66,,60,40,16.1,21.9,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/3,7.61,,0,0,0,,69,54,,70,50,15,21.9,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/4,5.82,,0,0,0,,69,49,,50,60,16.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/5,2.91,,0,0,0,,76,56,,50,30,14.1,19,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/6,3.8,,0,0,0,,79,60,,310,300,14.1,21.9,,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/7,4.92,,0,0,0,,69,57,,320,260,12.1,21,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/8,2.68,,0,0,0,,72,55,,300,70,10.1,15,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/9,3.8,,0,0,0,,72,58,,240,240,8.9,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/10,3.8,,0,0,0,,78,58,,300,290,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/11,0.89,,0.01,0,0,,82,64,,130,130,12.1,18.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/12,2.91,,0.3,0,0,,78,66,,120,130,13,19.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/13,4.92,,0,0,0,,78,64,,280,230,12.1,19,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/14,3.8,,0.14,0,0,,76,63,,280,230,13,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/15,5.14,,0,0,0,,77,61,,300,310,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/16,2.68,,0.23,0,0,,79,63,,230,210,12.1,19.9,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/17,4.47,,0,0,0,,77,62,,300,20,15,28,,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/18,4.47,,0,0,0,,80,62,,300,290,12.1,17,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/19,3.8,,0,0,0,,81,65,,100,130,8.9,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/20,5.37,,0,0,0,,78,64,,50,60,14.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/21,10.51,,0,0,0,,73,62,,60,50,17,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/22,8.72,,0,0,0,,72,60,,60,50,18.1,25.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/23,3.13,,0.04,0,0,,71,65,,130,130,8.1,13,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/24,0.67,,0.07,0,0,,78,69,,130,170,8.1,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/25,1.57,,0,0,0,,85,71,,80,90,10.1,16.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/26,4.03,,0.51,0,0,,78,68,,300,320,14.1,21,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/27,1.57,,0.08,0,0,,79,66,,180,40,8.1,18.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/28,3.8,,0,0,0,,82,66,,290,250,14.1,23,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/29,2.46,,0,0,0,,82,65,,310,310,8.1,14.1,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/6/30,1.79,,0,0,0,,84,70,,240,170,8.1,16.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/1,2.46,,0,0,0,,82,69,,150,240,8.9,40.9,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/2,2.24,,0.58,0,0,,88,70,,270,270,10.1,21.9,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/3,2.68,,0.45,0,0,,89,72,,350,170,8.9,16.1,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/4,0.67,,0.63,0,0,,83,73,,230,230,10.1,14.1,1,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/5,1.79,,0,0,0,,93,72,,240,230,8.1,12.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/6,1.34,,0,0,0,,90,75,,240,270,8.9,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/7,0.67,,0,0,0,,87,74,,140,100,6.9,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/8,2.91,,0,0,0,,88,76,,100,90,28,38.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/9,1.79,,0.98,0,0,,82,72,,120,180,10.1,19,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/10,3.8,,0,0,0,,84,71,,300,290,12.1,17,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/11,2.91,,0,0,0,,89,68,,270,250,8.9,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/12,3.13,,0,0,0,,91,76,,250,270,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/13,2.46,,0,0,0,,88,77,,190,120,8.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/14,4.47,,0.48,0,0,,84,71,,50,230,16.1,30,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/15,1.57,,0.04,0,0,,88,71,,120,100,8.9,28,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/16,1.57,,1.32,0,0,,78,74,,220,120,8.1,21.9,1,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/17,2.68,,0,0,0,,88,74,,230,200,8.1,14.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/18,1.34,,0.22,0,0,,84,73,,220,200,8.9,16.1,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/19,1.34,,0,0,0,,80,72,,130,260,8.1,11,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/20,2.68,,0,0,0,,88,72,,60,210,8.1,14.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/21,3.13,,0.15,0,0,,84,71,,280,260,10.1,17,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/22,3.13,,0,0,0,,85,70,,30,290,10.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/23,1.57,,0,0,0,,88,69,,220,220,8.9,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/24,3.13,,0,0,0,,85,74,,210,230,12.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/25,2.91,,0.28,0,0,,86,68,,280,270,13,23.9,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/26,2.01,,0,0,0,,87,68,,200,220,8.9,15,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/27,4.92,,0.15,0,0,,92,75,,230,240,14.1,25.9,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/28,2.46,,0,0,0,,92,75,,240,230,12.1,23.9,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/29,5.14,,0.06,0,0,,89,70,,280,290,15,27.1,,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/30,4.7,,0,0,0,,80,66,,300,300,13,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/7/31,2.91,,0,0,0,,85,66,,40,300,10.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/1,4.7,,0,0,0,,82,65,,50,40,13,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/2,2.91,,0,0,0,,81,64,,220,230,8.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/3,3.13,,0,0,0,,80,66,,180,180,10.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/4,2.68,,0,0,0,,77,71,,200,200,8.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/5,3.36,,0,0,0,,87,71,,70,220,10.1,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/6,2.24,,0,0,0,,87,69,,70,180,8.9,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/7,2.01,,1.12,0,0,,81,68,,220,110,8.9,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/8,5.37,,0.01,0,0,,80,70,,280,260,16.1,28,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/9,6.93,,0,0,0,,86,69,,280,250,15,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/10,2.01,,0.48,0,0,,81,70,,220,230,8.1,17,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/11,3.8,,0,0,0,,85,67,,290,270,13,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/12,2.91,,0,0,0,,85,69,,60,190,8.1,19.9,,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/13,4.7,,0.69,0,0,,88,69,,270,210,10.1,30,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/14,1.12,,0.02,0,0,,87,72,,70,80,6.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/15,4.7,,0.77,0,0,,80,70,,60,60,14.1,19.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/16,2.91,,1.33,0,0,,82,69,,80,120,8.9,14.1,1,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/17,3.8,,0,0,0,,79,72,,120,120,12.1,19.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/18,4.92,,0.77,0,0,,80,65,,290,300,18.1,29.1,1,,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/19,4.92,,0,0,0,,78,63,,280,260,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/20,3.58,,0,0,0,,85,66,,260,220,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/21,4.47,,0,0,0,,88,73,,300,280,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/22,4.92,,0,0,0,,79,67,,10,50,14.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/23,3.13,,0,0,0,,80,64,,70,40,12.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/24,1.12,,0.14,0,0,,73,67,,190,130,8.1,15,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/25,1.34,,0.44,0,0,,78,69,,200,100,8.9,28,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/26,2.68,,0.52,0,0,,84,73,,60,290,8.9,14.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/27,4.7,,0,0,0,,84,70,,60,40,10.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/28,3.8,,0,0,0,,76,69,,110,160,8.9,19,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/29,4.25,,0,0,0,,80,68,,60,60,10.1,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/30,4.92,,0.27,0,0,,83,68,,310,290,14.1,23.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/8/31,7.38,,0,0,0,,77,64,,40,20,16.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/1,4.47,,0,0,0,,76,61,,60,20,13,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/2,2.24,,0,0,0,,79,62,,220,230,8.9,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/3,4.03,,0,0,0,,88,68,,240,280,10.1,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/4,1.79,,0,0,0,,89,73,,60,60,14.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/5,2.91,,0,0,0,,92,75,,60,50,8.9,13,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/6,2.46,,0,0,0,,93,77,,50,260,8.1,11,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/7,2.01,,0,0,0,,93,76,,300,300,10.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/8,1.79,,0.1,0,0,,90,71,,290,280,12.1,17,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/9,1.12,,0.02,0,0,,84,70,,70,60,15,25.1,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/10,2.46,,1.8,0,0,,77,69,,70,30,12.1,19.9,1,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/11,2.91,,1.66,0,0,,82,69,,210,220,10.1,15,1,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/12,0.89,,0,0,0,,82,68,,230,210,6.9,11,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/13,2.68,,0.22,0,0,,79,70,,220,210,10.1,16.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/14,5.37,,0,0,0,,77,63,,290,350,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/15,6.26,,0,0,0,,69,58,,50,10,14.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/16,6.26,,0,0,0,,75,60,,300,310,15,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/17,2.24,,0.21,0,0,,77,59,,120,190,8.1,13,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/18,3.36,,1.34,0,0,,68,60,,290,290,12.1,17,1,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/19,4.47,,0,0,0,,72,58,,290,270,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/20,2.68,,0,0,0,,74,58,,300,250,10.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/21,3.36,,0,0,0,,71,57,,50,40,8.9,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/22,6.93,,0,0,0,,71,59,,70,50,17,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/23,11.63,,0.96,0,0,,63,57,,60,60,19.9,33.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/24,11.86,,1.25,0,0,,66,62,,60,60,19.9,31.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/25,9.62,,0.59,0,0,,66,57,,60,40,23,36.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/26,6.71,,0.2,0,0,,60,54,,60,60,14.1,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/27,6.93,,0,0,0,,64,50,,60,50,18.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/28,6.49,,0.38,0,0,,65,56,,60,40,14.1,21,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2023/9/29,8.05,,5.48,0,0,,63,59,,80,60,17,29.1,1,1,1,,,,
